,movie_id,title,genre,release_year,runtime,rating,vote_count,director,cast,overview,gross,poster_link
1270,158011,The Call,"['Crime', 'Thriller']",2013,94,6.799,2846,Brad Anderson,"['Halle Berry', 'Abigail Breslin', 'Morris Chestnut', 'Michael Eklund']","Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",55572378,/bpYVSeoaQ8MURmmqnojoMJEUmQj.jpg
1271,158015,The Purge,"['Science Fiction', 'Horror', 'Thriller']",2013,86,6.261,8282,James DeMonaco,"['Ethan Hawke', 'Lena Headey', 'Max Burkholder', 'Adelaide Kane']","Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",86328627,/46X1ei9uf13nkkr0OhWldGyr5Uh.jpg
1272,158852,Tomorrowland,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",2015,130,6.277,6896,Brad Bird,"['Britt Robertson', 'George Clooney', 'Raffey Cassidy', 'Hugh Laurie']","Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",19200000,/kziYpr5Nfw60P0My8aj1sgCEqed.jpg
1273,161337,Underworld: Endless War,"['Action', 'Animation', 'Horror']",2011,18,6.752,163,Juno John Lee,"['Laura Harris', 'Mark Oliver', 'Trevor Devall', 'Brian Dobson']",Follows Selene across 3 separate periods in history as she hunts a group of Lycan brothers.,0,/4yNXdOfieIw4ZNdvOuHr1iuLGV.jpg
1274,164052,The Strange Thing About the Johnsons,"['Drama', 'Horror']",2011,30,6.9,307,Ari Aster,"['Billy Mayo', 'Brandon Greenhouse', 'Angela Bullock', 'Carlon Jeffery']",A dark domestic drama about the familial ties that bind and the ties that really bind.,0,/ac2GXs7rJ7eQBKcvjRA3VDSNxA4.jpg
1275,164457,Out of the Furnace,"['Thriller', 'Drama', 'Crime']",2013,116,6.6,1920,Scott Cooper,"['Christian Bale', 'Zoe Saldaña', 'Woody Harrelson', 'Sam Shepard']","Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",-6600000,/cOuQQ4eRpSBxb0G9OXzWE1pHPeq.jpg
1276,165612,Lady Libertine,"['Drama', 'Romance']",1984,83,5.5,13,Gérard Kikoïne,"['Christopher Pearson', 'Jennifer Inch', 'Sophie Favier', 'Emmanuel Karsen']","Charlie, a young aristocrat in turn of the century England, meets a boy named Frank on the road to Portsmouth. What Charlie doesn't realize is that Frank is actually Frances, who's donned a disguise to escape working at a brothel. Charlie takes Frank/Frances into his home, and when he discovers her true identity, the two become lovers.",0,/apO6C9L3cIGKdjv0do0gLPnlIiF.jpg
1277,166424,Fantastic Four,"['Action', 'Adventure', 'Science Fiction']",2015,100,4.418,5912,Josh Trank,"['Miles Teller', 'Michael B. Jordan', 'Kate Mara', 'Jamie Bell']","Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",47977596,/oeMpEsjmiT9PEJbRM1Fm7TZ1dE0.jpg
1278,166426,Pirates of the Caribbean: Dead Men Tell No Tales,"['Adventure', 'Action', 'Fantasy']",2017,128,6.655,11836,Espen Sandberg,"['Johnny Depp', 'Javier Bardem', 'Geoffrey Rush', 'Brenton Thwaites']","Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",565900000,/qwoGfcg6YUS55nUweKGujHE54Wy.jpg
1279,166428,How to Train Your Dragon: The Hidden World,"['Animation', 'Family', 'Adventure']",2019,104,7.8,6287,Dean DeBlois,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham', 'Cate Blanchett']","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",395580592,/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg
1280,166747,Monster High: Friday Night Frights,"['Animation', 'Family']",2012,46,7.7,127,Dustin McKenzie,"['Kate Higgins', 'Debi Derryberry', 'Salli Saffioti', 'Laura Bailey']","SKRM (Skultimate Roller Maze) is an annual tournament between Monster High and different monster high schools that consists of a roller derby of dangerous obstacles and mazes. Granite City High, a high school team of gargoyles and Monster High's oldest rivals, won the school crest after defeating them in SKRM, and with it taking the school spirit. This has resulted in the school literally beginning to fall apart, and due to the boys serious injuries after the tournament, they decide not to participate any longer.  This prompts the ghouls to play SKRM in the boys place, and they suit up and begin training. However, the boys protest and claim SKRM is a boys sport only, and they won't help the ghouls train. This only pushes them to work harder, with the goal of making it to the championship game to defeat Granite City High.",0,/uqZHaek1t96silSuwEEeEo86qE9.jpg
1281,167032,Curse of Chucky,"['Horror', 'Thriller']",2013,97,5.889,1529,Don Mancini,"['Fiona Dourif', 'Brad Dourif', 'Danielle Bisutti', 'Summer H. Howell']","After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to the mounting bloodshed and chaos.",-1200000,/x9DzkDWp8O82Wzxk6otuD9bce9a.jpg
1282,167313,Monster High: Why Do Ghouls Fall in Love?,"['Fantasy', 'Animation']",2012,45,8.0,160,Steve Sacks,"['Debi Derryberry', 'Ogie Banks', 'Jonathan Lipow', 'Erin Fitzgerald']","Draculaura’s Sweet 1600th birthday is an extra special occasion to party at Monster High! But her high expectations lead to deadly results when she’s faced with the choice between practical boyfriend Clawd, and new vampire heartthrob, Valentine, a romantic blast from her past. Her ghoulfriends find it odd that Valentine created a holiday in her honor, but oddly named it after himself (how romantic?) and have to stop him before he steals her heart… literally. Draculaura must decide which boy is right for her before the party! Will she find out about Valentine’s sinister plan? Will her best ghoulfriends be able to help her in time? And most importantly… will Draculaura pass her driving test?",0,/ehsu0cjPtivGSHn0tuoFpRXKpuN.jpg
1283,168259,Furious 7,"['Action', 'Thriller', 'Crime']",2015,137,7.234,10506,James Wan,"['Vin Diesel', 'Paul Walker', 'Jason Statham', 'Michelle Rodriguez']",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,1325400000,/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg
1284,168672,American Hustle,"['Drama', 'Crime']",2013,138,6.9,7171,David O. Russell,"['Christian Bale', 'Bradley Cooper', 'Amy Adams', 'Jeremy Renner']","A conman and his seductive partner are forced to work for a wild FBI agent, who pushes them into a world of Jersey power-brokers and the Mafia.",211171807,/koXGRfatN0tURFWMA0Keb0p0Gtg.jpg
1285,169917,A Walk Among the Tombstones,"['Crime', 'Drama', 'Mystery', 'Thriller']",2014,114,6.332,2769,Scott Frank,"['Liam Neeson', 'Dan Stevens', 'David Harbour', 'Boyd Holbrook']",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,30834384,/bQTHTZezSudf27mMQtedHf1XpgO.jpg
1286,170687,The Boxtrolls,"['Animation', 'Comedy', 'Family', 'Fantasy']",2014,97,6.678,1647,Graham Annable,"['Ben Kingsley', 'Isaac Hempstead Wright', 'Elle Fanning', 'Dee Bradley Baker']","An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",48255770,/npBf0yc5Gt7aAyyVOcYtFyT2IPa.jpg
1287,171424,The Green Inferno,"['Adventure', 'Horror']",2013,100,5.716,1402,Eli Roth,"['Lorenza Izzo', 'Ariel Levy', 'Sky Ferreira', 'Ramón Llao']","A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",7666449,/dTnAYyUwp6lT0cKrt4aNujj5mdF.jpg
1288,175112,Tinker Bell and the Pirate Fairy,"['Animation', 'Family']",2014,78,6.939,983,Peggy Holmes,"['Mae Whitman', 'Christina Hendricks', 'Tom Hiddleston', 'Lucy Liu']","Zarina, a smart and ambitious dust-keeper fairy who’s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, who’ll soon be known as Captain Hook himself.",63998725,/fbKMx3taGom2ASpbLKtglW3XT87.jpg
1289,175574,Free Birds,"['Animation', 'Comedy', 'Family']",2013,91,5.875,762,Jimmy Hayward,"['Owen Wilson', 'Woody Harrelson', 'Amy Poehler', 'George Takei']",Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history—and get turkey off the holiday menu for good.,55000000,/k8iqk6we3QbkAKrtQweaLtNe3R0.jpg
1290,176241,Prison Break: The Final Break,"['Action', 'Drama', 'Thriller']",2009,89,7.521,640,Kevin Hooks,"['Wentworth Miller', 'Sarah Wayne Callies', 'Dominic Purcell', ""Jodi Lyn O'Keefe""]","The movie covers the events which occurred in between the downfall of The Company and the finale of the TV series (SEASON 4). It details the arrest and incarceration of Sara Tancredi, the final escape plan which Michael devises for Sara, and reveals the ultimate fate of Gretchen Morgan.",0,/jZRs7TEwsPnNMKGJs312uAg2lyo.jpg
1291,178809,The Colony,"['Action', 'Science Fiction', 'Thriller']",2013,95,5.419,1119,Jeff Renfroe,"['Kevin Zegers', 'Laurence Fishburne', 'Bill Paxton', 'Charlotte Sullivan']","Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",-16000000,/zC4lm38NV09xzHJVAw4jpTfhJjB.jpg
1292,179387,Heavenly Touch,"['Drama', 'Romance']",2009,89,5.974,19,Joel Lamangan,"['Paolo Serrano', 'Joash Balejado', 'Marco Morales', 'Gwen Garci']","Jonard is having trouble making ends meet. His mother is suffering from depression, and he and his sister are forced to quit school in order to take care of her. One day, Jonard meets up his friend Rodel, and Rodel introduces him to the world of massage parlors. Rodel teaches him massage, and brings him to Heavenly Touch, a syndicate-run massage parlor that mostly caters to homosexuals.",0,/ory8WuAqznTE7lfopTSymHpop2t.jpg
1293,180299,The Raid 2,"['Action', 'Crime', 'Thriller']",2014,150,7.605,2284,Gareth Evans,"['Iko Uwais', 'Arifin Putra', 'Tio Pakusadewo', 'Oka Antara']","After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",2066916,/olA39iaXISiKEkACdELgr0ZRvIF.jpg
1294,180863,T2 Trainspotting,"['Drama', 'Comedy']",2017,117,6.9,3083,Danny Boyle,"['Ewan McGregor', 'Jonny Lee Miller', 'Ewen Bremner', 'Robert Carlyle']","After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.",24100000,/xlbpCwa9OXXIiNgXcwuompHFIk9.jpg
1295,180894,Ninja: Shadow of a Tear,"['Action', 'Crime', 'Thriller']",2013,95,6.659,371,Isaac Florentine,"['Scott Adkins', 'Kane Kosugi', 'Shun Sugata', 'Mika Hijii']","Fight everyone and trust no one: it's the code of survival practiced by martial-arts master Casey Bowman after his life of domestic bliss is shattered by a savage act of violence. Vowing revenge, the fearless American stealthily tracks the killer from Osaka to Bangkok to Rangoon with the help of a wise and crafty sensei. His only clues: a series of victims whose necks bear the distinctive mark of strangulation by barbed wire. Fighting to avenge as well as to survive, Casey must sharpen his razor-like responses and take his battle skills to the next level, even using deep meditation to fake his own death. His target: the sinister drug lord Goro, who is flooding the streets with deadly meth cooked at his remote jungle factory. To prepare for his ultimate confrontation, Casey must finally become an invisible warrior worthy of the name Ninja. But just when his prey is cornered, an unexpected twist shows Casey that his battle is only beginning: he truly can trust no one.",0,/f4i1wzuyFXv6NHREAy4fPPGSH7E.jpg
1296,181283,Child 44,"['Crime', 'Thriller']",2015,137,6.277,1623,Daniel Espinosa,"['Tom Hardy', 'Gary Oldman', 'Noomi Rapace', 'Fares Fares']","Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",-46675670,/5OCQvDKHbQbhs6bby3Aa6Tmsg92.jpg
1297,181533,Night at the Museum: Secret of the Tomb,"['Adventure', 'Comedy', 'Fantasy', 'Family']",2014,98,6.221,5781,Shawn Levy,"['Ben Stiller', 'Robin Williams', 'Owen Wilson', 'Steve Coogan']","When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",236204635,/xwgy305K6qDs3D20xUO4OZu1HPY.jpg
1298,181808,Star Wars: The Last Jedi,"['Adventure', 'Action', 'Science Fiction']",2017,152,6.796,15118,Rian Johnson,"['Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley']","Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",1132698830,/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg
1299,181812,Star Wars: The Rise of Skywalker,"['Adventure', 'Action', 'Science Fiction']",2019,142,6.319,9776,J.J. Abrams,"['Carrie Fisher', 'Mark Hamill', 'Daisy Ridley', 'Adam Driver']","The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",824144248,/db32LaOibwEliAmSL2jjDF6oDdj.jpg
1300,183011,Justice League: The Flashpoint Paradox,"['Animation', 'Science Fiction', 'Action', 'Adventure']",2013,75,7.89,1806,Jay Oliva,"['Justin Chambers', 'C. Thomas Howell', 'Michael B. Jordan', 'Kevin McKidd']",The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.,-3500000,/isCknjIWem0W3KwNUDLrDN7F40H.jpg
1301,184341,Hands of Stone,['Drama'],2016,105,6.575,399,Jonathan Jakubowicz,"['Edgar Ramírez', 'Robert De Niro', 'Usher', 'Rubén Blades']",The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,-15000000,/rpAYkkc7ltnxnMXOZLPuI9A6cuB.jpg
1302,184345,A Haunted House 2,"['Comedy', 'Horror']",2014,87,6.146,1420,Michael Tiddes,"['Marlon Wayans', 'Jaime Pressly', 'Essence Atkins', 'Gabriel Iglesias']","After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.",21343661,/oV7M00fPXy5P0nbdeMbSUjYv0vx.jpg
1303,187017,22 Jump Street,"['Crime', 'Comedy', 'Action']",2014,112,6.841,7842,Phil Lord,"['Jonah Hill', 'Channing Tatum', 'Peter Stormare', 'Wyatt Russell']","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",281333876,/850chzYHYbT3IISl6Q7dbBuFP2B.jpg
1304,188161,A Million Ways to Die in the West,"['Comedy', 'Western']",2014,116,6.0,4023,Seth MacFarlane,"['Seth MacFarlane', 'Charlize Theron', 'Amanda Seyfried', 'Liam Neeson']","As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",46400000,/n9SicwnoNGWBwE75le27sUhCLMm.jpg
1305,188207,The Legend of Hercules,"['Action', 'Adventure']",2014,99,4.796,1295,Renny Harlin,"['Kellan Lutz', 'Liam McIntyre', 'Gaia Weiss', 'Scott Adkins']","In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.",-8720548,/aAnRHLq50AbGWEibXHjmLbp2Tze.jpg
1306,188434,Hideout in the Sun,"['Drama', 'Crime', 'Romance']",1960,70,5.2,18,Larry Wolk,"['Greg Conrad', 'Dolores Carlos', 'Earl Bauer', 'Carol Little']","Two brothers rob a bank and take a young girl hostage. They find out that the girl is a nudist, so they force her to take them to a nudist colony so they can hide out.",0,/3WkldXQtxtyl9m7e0PxcgjvuT1r.jpg
1307,189492,Don't Talk to Strangers,"['TV Movie', 'Thriller', 'Crime']",1994,90,4.8,17,Robert Michael Lewis,"['Pierce Brosnan', 'Shanna Reed', ""Terry O'Quinn"", 'Michael MacRae']","After Jane's first marriage collapses, she and her new husband Patrick Brody attempt to build a new life and move to a new state. However, her ex-husband follows them with a view to revenge.",0,/drYzDNODySjuKlokeiP7M0g4e7E.jpg
1308,190847,The Last Days on Mars,"['Science Fiction', 'Thriller', 'Horror']",2013,98,5.474,795,Ruairi Robinson,"['Liev Schreiber', 'Elias Koteas', 'Romola Garai', 'Olivia Williams']","On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery – fossilized evidence of bacterial life. Unwilling to let the relief crew claim all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.",-10575916,/kxcQkAhpn8cvJTsU8PXblI5Qq8F.jpg
1309,190859,American Sniper,"['War', 'Action']",2014,133,7.428,12706,Clint Eastwood,"['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner', 'Cole Konis']","U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",483500000,/i1U46OwMc6vlm7OoSUKfqUH615e.jpg
1310,192102,3 Days to Kill,"['Action', 'Drama', 'Thriller']",2014,113,6.087,2127,McG,"['Kevin Costner', 'Amber Heard', 'Hailee Steinfeld', 'Connie Nielsen']","A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",25260230,/xhSoCoiMAXa4rOM7KhFSOs3gbh7.jpg
1311,192145,Third Person,"['Drama', 'Romance']",2014,137,5.9,590,Paul Haggis,"['Liam Neeson', 'Mila Kunis', 'Adrien Brody', 'James Franco']","An acclaimed novelist struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.",-26250799,/8HfxGEbQnPvIzaYAHMvu947r8sQ.jpg
1312,193610,The Other Woman,"['Comedy', 'Romance']",2014,109,6.424,3499,Nick Cassavetes,"['Cameron Diaz', 'Leslie Mann', 'Kate Upton', 'Nikolaj Coster-Waldau']","After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",156800000,/yHnbb6z8REuFIyBLT2Nj3MX54dY.jpg
1313,194662,Birdman or (The Unexpected Virtue of Ignorance),"['Drama', 'Comedy']",2014,120,7.5,12672,Alejandro González Iñárritu,"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis', 'Edward Norton']","A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",85215094,/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg
1314,195589,Neighbors,['Comedy'],2014,97,6.187,6861,Nicholas Stoller,"['Seth Rogen', 'Zac Efron', 'Rose Byrne', 'Dave Franco']",A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,252700000,/dyO9BQ4M4flTOAzP79rmsz61yAT.jpg
1315,196254,Barbie Mariposa & the Fairy Princess,"['Animation', 'Family', 'Fantasy']",2013,75,6.898,308,William Lau,"['Kelly Sheridan', 'Maryke Hendrikse', 'Tabitha St. Germain', 'Kathleen Barr']","Mariposa becomes the Royal Ambassador of Flutterfield, and is sent to bring peace between her fairy land and their rivals, the Crystal Fairies of Shimmervale. While Mariposa doesn't make a great first impression on  the King, she becomes fast friends with his shy daughter, Princess Catania. However, a misunderstanding causes Mariposa to be banished from their fairy land. As Mariposa and Zee returns to Flutterfield, they encounter a dark fairy on her way to destroy Shimmervale. Mariposa rushes back and helps Princess Catania to save their fairy land and together, the two girls prove that the best way to make a friend, is to be a friend.",0,/aUVd4itaF4mDFgld99wMIihjUK7.jpg
1316,199534,Wolf Creek 2,"['Horror', 'Thriller']",2013,106,6.4,630,Greg McLean,"['John Jarratt', 'Ryan Corr', 'Ben Gerrard', 'Shane Connor']","Lured by the promise of an Australian holiday, backpackers Rutger, Katarina and Paul visit the notorious Wolf Creek Crater.  Their dream Outback adventure soon becomes a horrific reality when they encounter the site's most infamous local, the last man any traveller to the region ever wants to meet—Mick Taylor.  As the backpackers flee, Mick pursues them on an epic white knuckled rampage across hostile wasteland.",1630444,/uELzdTzPOpZwSFqBbwpjuKE7UW3.jpg
1317,201085,Crimson Peak,"['Horror', 'Romance']",2015,118,6.651,4879,Guillermo del Toro,"['Mia Wasikowska', 'Jessica Chastain', 'Tom Hiddleston', 'Charlie Hunnam']","In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",19700000,/f9TOb5anVwZeSbYjU1qNxPk3KUk.jpg
1318,201088,Blackhat,"['Crime', 'Thriller', 'Action']",2015,133,5.488,1990,Michael Mann,"['Chris Hemsworth', 'Tang Wei', 'Leehom Wang', 'Viola Davis']","Nicholas Hathaway, a furloughed convict, and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. As Hathaway closes in, the stakes become personal as he discovers that the attack on a Chinese nuclear power plant was just the beginning.",-52247060,/7zu6HPnKPjNA7NuR4DGRdaH0PdX.jpg
1319,202575,The House of Magic,"['Family', 'Fantasy', 'Animation', 'Adventure']",2013,85,6.346,340,Ben Stassen,"['Brianne Siddall', 'Shanelle Gray', 'Robin Atkin Downes', 'Doug Stone']","Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos. Not everyone welcomes the new addition to the troupe as Jack Rabbit and Maggie Mouse plot to evict Thunder. The situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. Our young hero is determined to earn his place and so he enlists the help of some wacky magician's assistants to protect his magical new home.",30197205,/3R13g2XgblynIrQGF8geFZJPNvR.jpg
1320,203696,Scooby-Doo! Stage Fright,"['Family', 'Adventure', 'Animation', 'Comedy', 'Mystery']",2013,75,7.593,210,Victor Cook,"['Frank Welker', 'Mindy Cohn', 'Grey DeLisle', 'Matthew Lillard']","Join Scooby-Doo, Shaggy and the Mystery Inc. crew as they head to Chicago for Talent Star, a hit talent show in which Fred and Daphne are finalists with some high hopes. Unlucky for them, the competition is frightful as the show is being broadcast from an opera house with a history of horrors and a particularly vengeful phantom that has cursed the show's production.",0,/yI12z4mrNDl75no6zxQS2pBswG4.jpg
1321,203801,The Man from U.N.C.L.E.,"['Comedy', 'Action', 'Adventure']",2015,116,7.091,6254,Guy Ritchie,"['Henry Cavill', 'Armie Hammer', 'Alicia Vikander', 'Elizabeth Debicki']","At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",33100000,/y5yZaForGSJbPD66Cvq9AT5WMAD.jpg
1322,203833,The Book Thief,['Drama'],2013,131,7.489,4262,Brian Percival,"['Geoffrey Rush', 'Sophie Nélisse', 'Emily Watson', 'Nico Liersch']","While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refugee is being sheltered by her adoptive parents.",76586316,/wj4U5sMLcJMa3WR9CpRR9e2sdgZ.jpg
1323,204082,Homefront,"['Action', 'Thriller']",2013,100,6.952,3445,Gary Fleder,"['Jason Statham', 'James Franco', 'Izabela Vidovic', 'Winona Ryder']","Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter, Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",29695362,/v55tfjL3QGeabkXAMXPb4olwjL0.jpg
1324,204922,Before I Go to Sleep,"['Thriller', 'Mystery']",2014,92,6.49,1967,Rowan Joffe,"['Nicole Kidman', 'Colin Firth', 'Mark Strong', 'Ben Crompton']","A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",-4330224,/1sSWpTupVixOanIpZdLGzsKvcZS.jpg
1325,205584,Gods of Egypt,"['Action', 'Adventure', 'Fantasy']",2016,127,5.7,4011,Alex Proyas,"['Nikolaj Coster-Waldau', 'Brenton Thwaites', 'Gerard Butler', 'Chadwick Boseman']",A common thief joins a mythical god on a quest through Egypt.,10680864,/hzH7fwaTyQNITLo40Hu3R7cVMqv.jpg
1326,205587,The Judge,['Drama'],2014,141,7.324,4017,David Dobkin,"['Robert Downey Jr.', 'Robert Duvall', 'Vera Farmiga', ""Vincent D'Onofrio""]","A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",83360229,/tefUxj4Gg9hgQNgfEYd7kJQrIlD.jpg
1327,205596,The Imitation Game,"['History', 'Drama', 'Thriller', 'War']",2014,113,8.0,16844,Morten Tyldum,"['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode', 'Rory Kinnear']","Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",219600000,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg
1328,206487,Predestination,"['Science Fiction', 'Thriller']",2014,97,7.437,6335,Michael Spierig,"['Ethan Hawke', 'Sarah Snook', 'Noah Taylor', 'Christopher Kirby']","Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",-557551,/38Xr1JnV1ZcLQ55zmdSp6n475cZ.jpg
