,movie_id,title,genre,release_year,runtime,rating,vote_count,director,cast,overview,gross,poster_link
0,12,Finding Nemo,"['Animation', 'Family']",2003,100,7.82,19059,Andrew Stanton,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",846335536,/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg
1,14,American Beauty,['Drama'],1999,122,8.019,11903,Sam Mendes,"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley']","Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",341296601,/wby9315QzVKdW9BonAefg8jGTTb.jpg
2,16,Dancer in the Dark,"['Drama', 'Crime']",2000,140,7.9,1760,Lars von Trier,"['Björk', 'Catherine Deneuve', 'David Morse', 'Peter Stormare']","Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",27561153,/8Wdd3fQfbbQeoSfWpHrDfaFNhBU.jpg
3,18,The Fifth Element,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",1997,126,7.552,10591,Luc Besson,"['Bruce Willis', 'Milla Jovovich', 'Gary Oldman', 'Ian Holm']","In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",173920180,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg
4,22,Pirates of the Caribbean: The Curse of the Black Pearl,"['Adventure', 'Fantasy', 'Action']",2003,143,7.805,20390,Gore Verbinski,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Geoffrey Rush']","After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.",515011224,/poHwCZeWzJCShH7tOjg8RIoyjcw.jpg
5,25,Jarhead,"['Drama', 'War']",2005,123,6.665,2828,Sam Mendes,"['Jake Gyllenhaal', 'Jamie Foxx', 'Peter Sarsgaard', 'Scott MacDonald']","Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swofford and his unit are sent to the Persian Gulf where they are eager to fight, but are forced to stay back from the action. Swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases.",25076152,/4rCzaZy5Qkvxh5xaVpHriXSLTgC.jpg
6,28,Apocalypse Now,"['Drama', 'War']",1979,147,8.28,8125,Francis Ford Coppola,"['Martin Sheen', 'Frederic Forrest', 'Albert Hall', 'Laurence Fishburne']","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",118500000,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
7,35,The Simpsons Movie,"['Animation', 'Comedy', 'Family']",2007,87,7.012,7884,David Silverman,"['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith']","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",452068851,/s3b8TZWwmkYc2KoJ5zk77qB6PzY.jpg
8,38,Eternal Sunshine of the Spotless Mind,"['Science Fiction', 'Drama', 'Romance']",2004,108,8.103,14730,Michel Gondry,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo']","Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",52258126,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg
9,58,Pirates of the Caribbean: Dead Man's Chest,"['Adventure', 'Fantasy', 'Action']",2006,151,7.364,15753,Gore Verbinski,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgård']",Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,865700000,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg
10,62,2001: A Space Odyssey,"['Science Fiction', 'Mystery', 'Adventure']",1968,149,8.072,11367,Stanley Kubrick,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Douglas Rain']","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",59923560,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg
11,63,Twelve Monkeys,"['Science Fiction', 'Thriller', 'Mystery']",1995,129,7.602,8229,Terry Gilliam,"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer']","In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",139841459,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg
12,70,Million Dollar Baby,['Drama'],2004,132,7.956,9418,Clint Eastwood,"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman', 'Jay Baruchel']","Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",186763646,/jcfEqKdWF1zeyvECPqp3mkWLct2.jpg
13,73,American History X,['Drama'],1998,119,8.345,11438,Tony Kaye,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Jennifer Lien']","Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",3900000,/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg
14,74,War of the Worlds,"['Adventure', 'Thriller', 'Science Fiction']",2005,117,6.512,8262,Steven Spielberg,"['Tom Cruise', 'Dakota Fanning', 'Justin Chatwin', 'Miranda Otto']","Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",471873119,/6Biy7R9LfumYshur3YKhpj56MpB.jpg
15,85,Raiders of the Lost Ark,"['Adventure', 'Action']",1981,115,7.928,12279,Steven Spielberg,"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies']","When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",371925971,/ceG9VzoRAVGwivFU403Wc3AHRys.jpg
16,87,Indiana Jones and the Temple of Doom,"['Adventure', 'Action']",1984,118,7.298,9131,Steven Spielberg,"['Harrison Ford', 'Kate Capshaw', 'Ke Huy Quan', 'Amrish Puri']","After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",305000000,/om61eim8XwLfh6QXzh2r0Q4blBz.jpg
17,88,Dirty Dancing,"['Drama', 'Music', 'Romance']",1987,100,7.339,6042,Emile Ardolino,"['Jennifer Grey', 'Patrick Swayze', 'Jerry Orbach', 'Cynthia Rhodes']","Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",208577242,/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg
18,89,Indiana Jones and the Last Crusade,"['Adventure', 'Action']",1989,127,7.85,9992,Steven Spielberg,"['Harrison Ford', 'Sean Connery', 'Denholm Elliott', 'Alison Doody']","In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",426171806,/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg
19,90,Beverly Hills Cop,"['Comedy', 'Crime', 'Action']",1984,105,7.198,4090,Martin Brest,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Lisa Eilbacher']","Fast-talking, quick-thinking Detroit street cop Axel Foley has bent more than a few rules and regs in his time, but when his best friend is murdered, he heads to sunny Beverly Hills to work the case like only he can.",302360478,/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg
20,96,Beverly Hills Cop II,"['Action', 'Comedy', 'Crime']",1987,103,6.505,2486,Tony Scott,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Jürgen Prochnow']","Axel Foley returns to the land of sunshine and palm trees to investigate the near-fatal shooting of police Captain Andrew Bogomil. With the help of Sgt. Taggart and Det. Rosewood, they soon uncover that the shooting is associated with a series of ""alphabet"" robberies masterminded by a heartless weapons kingpin—and the chase is on.",271965036,/egDakU8O5yUwpUJP9IMAUVtIDll.jpg
21,103,Taxi Driver,"['Crime', 'Drama']",1976,114,8.144,12087,Martin Scorsese,"['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd', 'Harvey Keitel']",A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,26679636,/ekstpH614fwDX8DUln1a2Opz0N8.jpg
22,105,Back to the Future,"['Adventure', 'Comedy', 'Science Fiction']",1985,116,8.318,19713,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd', 'Crispin Glover', 'Lea Thompson']","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",362109762,/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg
23,107,Snatch,"['Crime', 'Comedy']",2000,103,7.811,8907,Guy Ritchie,"['Brad Pitt', 'Jason Statham', 'Alan Ford', 'Stephen Graham']","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",73600000,/8KSDI7ijEv7QVZdIyrLw5Gnhhr8.jpg
24,114,Pretty Woman,"['Romance', 'Comedy']",1990,119,7.466,8103,Garry Marshall,"['Richard Gere', 'Julia Roberts', 'Jason Alexander', 'Ralph Bellamy']","While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.",449406268,/hVHUfT801LQATGd26VPzhorIYza.jpg
25,116,Match Point,"['Drama', 'Thriller', 'Crime', 'Romance']",2005,124,7.4,4002,Woody Allen,"['Jonathan Rhys Meyers', 'Scarlett Johansson', 'Emily Mortimer', 'Brian Cox']","Chris, a former tennis player, looks for work as an instructor. He meets Tom Hewett, a wealthy young man whose sister Chloe falls in love with Chris. But Chris has his eye on Tom's fiancee Nola.",70306374,/vHjEVTD8ucuwKSFOZJeyAnTZYli.jpg
26,117,The Untouchables,"['Crime', 'History', 'Thriller']",1987,119,7.767,5539,Brian De Palma,"['Kevin Costner', 'Sean Connery', 'Charles Martin Smith', 'Andy García']","Elliot Ness, an ambitious prohibition agent, is determined to take down Al Capone. In order to achieve this goal, he forms a group given the nickname “The Untouchables”.",51270454,/jB8ROzQOr3p4ygSzyPjLhUqCOFu.jpg
27,118,Charlie and the Chocolate Factory,"['Adventure', 'Comedy', 'Family', 'Fantasy']",2005,115,7.052,14987,Tim Burton,"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter']","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",325000000,/iKP6wg3c6COUe8gYutoGG7qcPnO.jpg
28,120,The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Action']",2001,179,8.415,24887,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin']","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",778368364,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg
29,121,The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']",2002,179,8.398,21624,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin']","Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",847287400,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg
30,122,The Lord of the Rings: The Return of the King,"['Adventure', 'Fantasy', 'Action']",2003,201,8.481,23956,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin']","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",1024888979,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg
31,123,The Lord of the Rings,"['Adventure', 'Animation', 'Fantasy']",1978,132,6.593,877,Ralph Bakshi,"['Christopher Guard', 'William Squire', 'Michael Scholes', 'John Hurt']",The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,26500000,/liW0mjvTyLs7UCumaHhx3PpU4VT.jpg
32,134,"O Brother, Where Art Thou?","['Adventure', 'Comedy', 'Crime']",2000,107,7.33,4083,Joel Coen,"['George Clooney', 'John Turturro', 'Tim Blake Nelson', 'John Goodman']","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",45900000,/s9foMAcLg8GEzzQzer04qOGdD1k.jpg
33,137,Groundhog Day,"['Romance', 'Fantasy', 'Drama', 'Comedy']",1993,101,7.61,7883,Harold Ramis,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky']","A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",56500000,/h1ZEBoi0waPwtAPU1cnSZifdqZh.jpg
34,152,Star Trek: The Motion Picture,"['Science Fiction', 'Adventure', 'Mystery']",1979,131,6.472,1703,Robert Wise,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']","When an unidentified alien destroys three powerful Klingon cruisers, Captain James T. Kirk returns to the newly transformed U.S.S. Enterprise to take command.",94346243,/wfiAfNwH6CMKxz4vRaW8CPTabtk.jpg
35,153,Lost in Translation,"['Drama', 'Romance']",2003,102,7.394,7223,Sofia Coppola,"['Bill Murray', 'Scarlett Johansson', 'Akiko Takeshita', 'Kazuyoshi Minamimagoe']","Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",115723856,/wkSzJs7oMf8MIr9CQVICsvRfwA7.jpg
36,154,Star Trek II: The Wrath of Khan,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1982,112,7.447,1886,Nicholas Meyer,"['William Shatner', 'Leonard Nimoy', 'Ricardo Montalban', 'DeForest Kelley']","The starship Enterprise and its crew is pulled back into action when old nemesis, Khan, steals a top secret device called Project Genesis.",83800000,/uPyLsKl8Z0LOoxeaFXsY5MxhR5s.jpg
37,155,The Dark Knight,"['Drama', 'Action', 'Crime', 'Thriller']",2008,152,8.516,32585,Christopher Nolan,"['Christian Bale', 'Heath Ledger', 'Michael Caine', 'Gary Oldman']","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",819558444,/qJ2tW6WMUDux911r6m7haRef0WH.jpg
38,161,Ocean's Eleven,"['Thriller', 'Crime']",2001,116,7.444,11448,Steven Soderbergh,"['George Clooney', 'Matt Damon', 'Andy García', 'Brad Pitt']","Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",365717150,/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg
39,162,Edward Scissorhands,"['Fantasy', 'Drama', 'Romance']",1990,105,7.718,12741,Tim Burton,"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Anthony Michael Hall']",A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,66024005,/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg
40,163,Ocean's Twelve,"['Thriller', 'Crime']",2004,125,6.568,7155,Steven Soderbergh,"['George Clooney', 'Brad Pitt', 'Matt Damon', 'Catherine Zeta-Jones']","Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",252744280,/Ad55M8newGWemFWCsMAkxO3fDwl.jpg
41,164,Breakfast at Tiffany's,"['Comedy', 'Romance', 'Drama']",1961,115,7.669,4115,Blake Edwards,"['Audrey Hepburn', 'George Peppard', 'Patricia Neal', 'Buddy Ebsen']","Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",7000000,/79xm4gXw4l7A5D0XukUOJRocFYQ.jpg
42,165,Back to the Future Part II,"['Adventure', 'Comedy', 'Science Fiction']",1989,108,7.765,12610,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Thomas F. Wilson']","Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",292000000,/hQq8xZe5uLjFzSBt4LanNP7SQjl.jpg
43,168,Star Trek IV: The Voyage Home,"['Science Fiction', 'Adventure']",1986,118,7.137,1461,Leonard Nimoy,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']","When a huge alien probe enters the galaxy and begins to vaporize earths oceans, Kirk and his crew must travel back in time in order to bring back whales and save the planet.",112000000,/xY5TzGXJOB3L9rhZ1MbbPyVlW5J.jpg
44,169,Predator 2,"['Science Fiction', 'Action', 'Thriller']",1990,108,6.28,3236,Stephen Hopkins,"['Danny Glover', 'Gary Busey', 'Rubén Blades', 'María Conchita Alonso']",A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,22120318,/83X4VwY9sdSJykskmsplIVG0a4h.jpg
45,170,28 Days Later,"['Horror', 'Thriller', 'Science Fiction']",2002,113,7.225,6597,Danny Boyle,"['Cillian Murphy', 'Naomie Harris', 'Brendan Gleeson', 'Megan Burns']","Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",77700000,/sQckQRt17VaWbo39GIu0TMOiszq.jpg
46,172,Star Trek V: The Final Frontier,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1989,106,5.7,1158,William Shatner,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']",A renegade Vulcan with a startling secret hijacks the U.S.S. Enterprise in order to find a mythical planet.,40200000,/uiXr41VLYsuug3CZbFrKLSNahuZ.jpg
47,173,"20,000 Leagues Under the Sea","['Adventure', 'Science Fiction', 'Family']",1954,127,7.042,865,Richard Fleischer,"['Kirk Douglas', 'James Mason', 'Paul Lukas', 'Peter Lorre']","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",23200000,/heAEH85fdxEgV98LizHbQCL95iZ.jpg
48,174,Star Trek VI: The Undiscovered Country,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1991,113,7.006,1247,Nicholas Meyer,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']","After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their deadliest encounter.",69888996,/tvTOJD7Gz668GLy2nNdLRQvpPsv.jpg
49,179,The Interpreter,"['Crime', 'Thriller']",2005,128,6.307,1403,Sydney Pollack,"['Nicole Kidman', 'Sean Penn', 'Catherine Keener', 'Jesper Christensen']","After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",82944923,/wTidq3J9fh8sEOAlD8WZFHVLSuB.jpg
50,180,Minority Report,"['Science Fiction', 'Action', 'Thriller']",2002,145,7.351,8584,Steven Spielberg,"['Tom Cruise', 'Samantha Morton', 'Max von Sydow', 'Colin Farrell']","John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",256372926,/qtgFcnwh9dAFLocsDk2ySDVS8UF.jpg
51,185,A Clockwork Orange,"['Science Fiction', 'Crime']",1971,137,8.198,12715,Stanley Kubrick,"['Malcolm McDowell', 'Patrick Magee', 'Carl Duering', 'Michael Bates']","In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",24833812,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg
52,187,Sin City,"['Thriller', 'Action', 'Crime']",2005,124,7.46,8013,Robert Rodriguez,"['Bruce Willis', 'Jessica Alba', 'Clive Owen', 'Mickey Rourke']","Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",118700000,/i66G50wATMmPrvpP95f0XP6ZdVS.jpg
53,189,Sin City: A Dame to Kill For,"['Crime', 'Action', 'Thriller']",2014,102,6.381,3762,Frank Miller,"['Jessica Alba', 'Bruce Willis', 'Mickey Rourke', 'Josh Brolin']",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,-25600000,/90LRjhJ5N4zavCB81L5d4TYstRP.jpg
54,192,The Name of the Rose,"['Drama', 'Thriller', 'Mystery']",1986,130,7.5,2955,Jean-Jacques Annaud,"['Sean Connery', 'F. Murray Abraham', 'Christian Slater', 'Helmut Qualtinger']","14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",59200000,/d6dlbTBb3N7nXDz7tQslDJs2jgv.jpg
55,196,Back to the Future Part III,"['Adventure', 'Comedy', 'Science Fiction']",1990,119,7.478,10361,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Thomas F. Wilson']","The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",204527583,/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg
56,197,Braveheart,"['Action', 'Drama', 'History', 'War']",1995,177,7.9,10006,Mel Gibson,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan']","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",141200000,/or1gBugydmjToAEq7OZY0owwFk.jpg
57,199,Star Trek: First Contact,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1996,111,7.293,1731,Jonathan Frakes,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton']","The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",100027888,/vrC1lkTktFQ4AqBfqf4PXoDDLcw.jpg
58,203,Mean Streets,"['Drama', 'Crime']",1973,111,7.1,2045,Martin Scorsese,"['Harvey Keitel', 'Robert De Niro', 'David Proval', 'Richard Romanus']","A small-time hood must choose from among love, friendship and the chance to rise within the mob.",2500000,/rzVTH9ylCw0owKkMZQVz2Eve97E.jpg
59,217,Indiana Jones and the Kingdom of the Crystal Skull,"['Adventure', 'Action']",2008,122,6.011,8186,Steven Spielberg,"['Harrison Ford', 'Cate Blanchett', 'Karen Allen', 'Shia LaBeouf']","Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",601636033,/56As6XEM1flWvprX4LgkPl8ii4K.jpg
60,218,The Terminator,"['Action', 'Thriller', 'Science Fiction']",1984,108,7.7,12957,James Cameron,"['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton', 'Paul Winfield']","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",71971200,/qvktm0BHcnmDpul4Hz01GIazWPr.jpg
